province,year,month,y_pr,trend,season,resid
BDINH,2025,3,294.89522743131215,285.1189077974826,9.939849853515625,-0.16353021968608725
DANANG,2025,3,294.06125399121737,288.595061615057,5.988037109375,-0.5218447332145958
DLAC,2025,3,304.3841542264027,296.6676145525209,8.327545166015625,-0.6110054921337885
DNONG,2025,3,311.9253371183697,301.76085099151396,10.250030517578125,-0.0855443907223765
GLAI,2025,3,317.42182304491473,308.45164692814416,8.57122802734375,0.3989480894268182
KHOA,2025,3,320.2815503947452,311.36560863658525,8.876358032226562,0.039583725933378305
KTUM,2025,3,327.12059385471724,319.0743224341178,7.8657684326171875,0.1805029879822426
PYEN,2025,3,331.3371725381263,322.0202004233746,9.154006958007812,0.16296515674386738
QBINH,2025,3,335.6546724715382,325.65006897665324,10.525985717773438,-0.5213822228884399
QNGAI,2025,3,337.3960420881355,331.3958957401543,6.196563720703125,-0.19641737272187818
QNAM,2025,3,347.3998937419905,337.054075379953,10.399017333984375,-0.05319897194687172
QTRI,2025,3,354.55695124622395,345.88519911012054,7.991363525390625,0.6803886107128067
TTHUE,2025,3,354.47381991216906,347.3990516566333,6.923065185546875,0.15170306998889677
BDINH,2025,4,295.6004211157001,286.8990620984213,8.595230102539062,0.10612891473972219
DANANG,2025,4,298.88798300336356,289.7621574065224,9.48779296875,-0.36196737190886763
DLAC,2025,4,306.1683985891736,296.85991869729355,8.9459228515625,0.36255704031754027
DNONG,2025,4,313.36327234491705,301.3967350628262,12.172943115234375,-0.20640583314355015
GLAI,2025,4,318.82919774969423,308.39115444196125,10.19268798828125,0.24535531945171737
KHOA,2025,4,322.2941995038057,311.9017673855758,10.353713989257812,0.03871812897209324
KTUM,2025,4,332.7966081280432,319.87933653915206,12.712478637695312,0.20479295119582716
PYEN,2025,4,333.49908331483897,323.69423137575853,9.46002197265625,0.34482996642417385
QBINH,2025,4,336.3468990172853,325.43304110953306,11.280029296875,-0.36617138912277236
QNGAI,2025,4,343.3574812747161,331.87414681616855,11.622894287109375,-0.13955982856178314
QNAM,2025,4,347.8438090257352,338.04633914407435,9.693328857421875,0.10414102423898225
QTRI,2025,4,358.1813161761629,347.81240316337284,9.592544555664062,0.7763684571259901
TTHUE,2025,4,356.668695151585,348.3808582967538,8.056137084960938,0.23169976987025587
BDINH,2025,5,294.16979164045847,287.9666221697952,6.1974639892578125,0.005705481405472252
DANANG,2025,5,296.3455253579858,288.76211793074515,8.094650268554688,-0.511242841314033
DLAC,2025,5,304.7911612227917,297.70271063598284,7.463592529296875,-0.37514194248804034
DNONG,2025,5,313.3445795110125,302.26291791316265,11.256179809570312,-0.1745182117204465
GLAI,2025,5,318.4650837913277,308.79839920363315,9.485198974609375,0.18148561308514874
KHOA,2025,5,320.50426202502837,312.70960548877963,7.7757568359375,0.01889970031121596
KTUM,2025,5,326.38792621361694,320.32027213728554,5.8889923095703125,0.17866176676110326
PYEN,2025,5,333.49202175377894,324.4931825526891,8.619644165039062,0.3791950360507525
QBINH,2025,5,334.48984042026814,324.94363690749316,9.8314208984375,-0.285217385662547
QNGAI,2025,5,338.67559460065615,331.58984558946304,7.3910369873046875,-0.30528797611156494
QNAM,2025,5,347.7549825203098,339.22261095398034,8.246078491210938,0.28629307511853314
QTRI,2025,5,360.0523796869408,349.76941473870573,9.447219848632812,0.8357450996022426
TTHUE,2025,5,356.59783544424204,349.44379329791354,6.8380584716796875,0.31598367464882626
BDINH,2025,6,293.8254143471856,288.61731036577885,5.20330810546875,0.004795875938003336
DANANG,2025,6,290.8241375193119,288.10131980565774,3.298370361328125,-0.5755526476740106
DLAC,2025,6,304.19745962191945,298.77804258384646,5.4707794189453125,-0.05136238087230317
DNONG,2025,6,309.1786841737026,302.5763852915038,6.7988433837890625,-0.196544501590278
GLAI,2025,6,312.70447956869145,309.3419327472699,3.2043609619140625,0.15818585950750824
KHOA,2025,6,319.45339137775255,314.1113858551616,5.33355712890625,0.008448393684718246
KTUM,2025,6,324.2370159776238,321.10069770525973,2.94207763671875,0.19424063564530394
PYEN,2025,6,332.86258161212027,325.3286703822332,7.1271209716796875,0.40679025820737996
QBINH,2025,6,330.8269556277016,324.9562108681064,6.1895904541015625,-0.3188456945063379
QNGAI,2025,6,333.09818733413937,330.7541990864139,2.9116058349609375,-0.5676175872354835
QNAM,2025,6,343.3299041643685,339.7687028129784,3.2576446533203125,0.30355669806975394
QTRI,2025,6,358.3694391116699,351.77347355016013,5.7220306396484375,0.8739349218613446
TTHUE,2025,6,356.35238546687805,349.83266502213985,6.23150634765625,0.2882140970819366
BDINH,2025,7,287.88037332981736,288.7643560063887,-1.090301513671875,0.20631883710054996
DANANG,2025,7,288.4065845342754,288.38445945341425,0.5748748779296875,-0.5527497970685468
DLAC,2025,7,298.14445063795625,298.84197997662784,-0.9507904052734375,0.25326106660187553
DNONG,2025,7,304.76967285429754,303.60455896245577,1.289093017578125,-0.12397912573632788
GLAI,2025,7,312.14339889357524,310.7558036588829,1.0831146240234375,0.3044806106689008
KHOA,2025,7,317.1812368127573,315.2399881741943,1.8973541259765625,0.04389451258639271
KTUM,2025,7,320.16786363171195,321.6196981810454,-1.626190185546875,0.1743556362133918
PYEN,2025,7,325.8647852744336,325.3500197856698,0.2153167724609375,0.2994487163028383
QBINH,2025,7,328.200879940172,326.79197748572227,1.963043212890625,-0.5541407584409104
QNGAI,2025,7,331.3126222999506,332.319350453409,-0.7169189453125,-0.2898092081459531
QNAM,2025,7,340.5522681296405,340.139284508599,0.1500701904296875,0.26291343061177574
QTRI,2025,7,353.29435586505616,352.8331773287018,-0.446746826171875,0.9079253625262423
TTHUE,2025,7,350.45274334046684,349.48673678958346,0.8549652099609375,0.11104134092243564
BDINH,2025,8,284.5469587182573,289.326003855438,-4.9873504638671875,0.20830532668649293
DANANG,2025,8,280.38686491190936,288.0434110646234,-7.0771484375,-0.5793977152140594
DLAC,2025,8,294.9181864256178,300.51637995341235,-4.902984619140625,-0.6952089086538956
DNONG,2025,8,297.969166984355,304.32143357549967,-6.263092041015625,-0.08917455012904742
GLAI,2025,8,307.60300538709987,311.81003443257543,-4.5916595458984375,0.38463050042286806
KHOA,2025,8,310.7716177018534,315.49911860825665,-4.742095947265625,0.014595040862370668
KTUM,2025,8,316.4433674427404,322.0587032231303,-5.756622314453125,0.14128653406324773
PYEN,2025,8,324.14374494177247,326.21594447494283,-2.394134521484375,0.32193498831402506
QBINH,2025,8,319.5338481388778,327.67301198759753,-7.74639892578125,-0.3927649229384897
QNGAI,2025,8,325.4961599533116,332.04820649062566,-6.1103057861328125,-0.44174075118129885
QNAM,2025,8,336.9270322852745,339.99688526246547,-3.1502685546875,0.08041557749654693
QTRI,2025,8,350.1547756932044,354.0911607226768,-4.851104736328125,0.9147197068556843
TTHUE,2025,8,344.50124420740315,350.6539633331276,-6.3755645751953125,0.22284544947086046
BDINH,2025,9,282.28277259908475,289.4120970739772,-7.139404296875,0.010079821982591018
DANANG,2025,9,277.7073520660028,287.7636085330554,-9.45947265625,-0.5967838108026151
DLAC,2025,9,294.31630311236506,299.20224067308135,-6.0862579345703125,1.200320373854005
DNONG,2025,9,295.05997692994833,304.7679931343129,-9.616241455078125,-0.09177474928644552
GLAI,2025,9,301.25636409508195,312.7088074842185,-11.891326904296875,0.43888351516034413
KHOA,2025,9,307.70917324268214,316.34476348645023,-8.643325805664062,0.007735561895946763
KTUM,2025,9,313.3506037146025,322.29880978837804,-9.029983520507812,0.08177744673232921
PYEN,2025,9,320.3491360873433,327.036361457129,-7.023162841796875,0.33593747201120455
QBINH,2025,9,319.322196186097,328.7522028509861,-9.2381591796875,-0.19184748520163183
QNGAI,2025,9,322.95805667717457,332.09863321276737,-8.638626098632812,-0.5019504369599753
QNAM,2025,9,333.1520091428635,340.80287341664376,-7.795806884765625,0.14494261098535893
QTRI,2025,9,347.05507214481054,355.31187383696806,-9.15618896484375,0.8993872726862384
TTHUE,2025,9,342.3065837697021,350.32537979713095,-8.067703247070312,0.048907219641450485
BDINH,2025,10,283.49710173703147,290.7177755212134,-7.482025146484375,0.2613513623024086
DANANG,2025,10,278.1568320944569,288.20370374497713,-9.488433837890625,-0.5584378126296345
DLAC,2025,10,288.4343386372677,298.82640967861147,-10.267486572265625,-0.12458446907815446
DNONG,2025,10,294.832712307502,305.47333366569427,-10.579544067382812,-0.06107729080946484
GLAI,2025,10,303.8557141899413,313.3157352116025,-9.904022216796875,0.44400119513568936
KHOA,2025,10,308.12604547047385,317.52068304556735,-9.40020751953125,0.005569944437772006
KTUM,2025,10,315.05596745199233,322.6484032970249,-7.6342010498046875,0.041765204772130034
PYEN,2025,10,318.19772407548317,328.2821449353039,-10.497421264648438,0.4130004048276872
QBINH,2025,10,315.57753084389697,328.6988834123208,-12.83917236328125,-0.28218020514261505
QNGAI,2025,10,323.5580781600156,332.83933609924213,-8.89984130859375,-0.38141663063276476
QNAM,2025,10,329.65790546001176,341.49126625581334,-12.011062622070312,0.17770182626874959
QTRI,2025,10,347.1654609979512,356.99678966553824,-10.7220458984375,0.8907172308504667
TTHUE,2025,10,341.652662519832,350.591439908465,-8.933380126953125,-0.005397261679898101
BDINH,2025,11,281.16648049898606,290.48904041867604,-9.439010620117188,0.116450700427186
DANANG,2025,11,279.7138778832072,288.2181287125853,-7.9616241455078125,-0.5426266838703186
DLAC,2025,11,292.39129043444416,299.81175574515044,-7.0794219970703125,-0.3410433136359641
DNONG,2025,11,298.7957439699605,306.78706054766917,-8.045730590820312,0.054414013111612904
GLAI,2025,11,305.78347344972696,314.29890691963,-9.012985229492188,0.49755175958917586
KHOA,2025,11,310.5365817408871,317.86230751479934,-7.3486328125,0.02290703858774437
KTUM,2025,11,316.15941930382576,323.54525897674125,-7.471405029296875,0.08556535638139888
PYEN,2025,11,320.7904048600656,329.83440714609094,-9.560379028320312,0.5163767422949971
QBINH,2025,11,319.2480775715142,329.0818066932196,-9.560440063476562,-0.2732890582288263
QNGAI,2025,11,323.42517762106314,332.47853017559413,-8.51104736328125,-0.5423051912497168
QNAM,2025,11,336.0735264428584,342.8218867597113,-7.114898681640625,0.3665383647877337
QTRI,2025,11,349.9533215424095,357.6590215708644,-8.549362182617188,0.8436621541623184
TTHUE,2025,11,343.95860419805757,351.15906549741726,-7.20672607421875,0.006264774859084041
BDINH,2025,12,286.8326580219034,291.2844979690399,-4.623382568359375,0.17154262122287023
DANANG,2025,12,282.8058434582568,287.1823919649072,-3.75592041015625,-0.6206280964941797
DLAC,2025,12,295.69301211783545,300.2281429858419,-4.58489990234375,0.04976903433732275
DNONG,2025,12,302.77873364943787,307.7808890719595,-5.1291351318359375,0.12697970931432448
GLAI,2025,12,309.1256408525926,314.43248139664274,-5.7167816162109375,0.4099410721608013
KHOA,2025,12,315.3446717816636,318.4232983864388,-3.074493408203125,-0.004133196572077183
KTUM,2025,12,319.33057449576046,323.68812915219723,-4.381927490234375,0.024372833797581483
PYEN,2025,12,325.75667891308734,331.01159129686465,-5.810394287109375,0.5554819033320805
QBINH,2025,12,321.23825558812547,328.6134324344057,-6.920318603515625,-0.45485824276458975
QNGAI,2025,12,325.6799182804889,331.6556525434396,-5.212677001953125,-0.7630572609976091
QNAM,2025,12,339.9465754168931,343.40187413132804,-3.8086700439453125,0.3533713295103538
QTRI,2025,12,354.85121208573435,358.8307314104629,-4.774078369140625,0.7945590444120864
TTHUE,2025,12,347.5760803790761,352.0647609816716,-4.5769805908203125,0.08829998822479534
