province,year,month,y_pr,trend,season,resid
QTRI,2025,2,345.96194563499193,341.8794787218407,4.577667236328125,-0.4952003231768806
TTHUE,2025,2,353.501307454332,347.3483595589827,6.066680908203125,0.08626698714620683
BDINH,2025,3,294.6421528240373,284.05893525166283,11.211654663085938,-0.6284370907114956
DANANG,2025,3,300.6979583279114,293.6156893882326,6.868255615234375,0.21401332444441198
DLAC,2025,3,302.3445253431145,295.09977141978663,7.6154022216796875,-0.3706482983518119
DNONG,2025,3,310.738065952797,301.0663425178695,9.88330078125,-0.21157734632245814
GLAI,2025,3,316.31723576302903,306.80119289377785,9.333892822265625,0.18215004698557213
KHOA,2025,3,321.15520061942755,311.4968083098366,9.538986206054688,0.11940610353629354
KTUM,2025,3,327.521162551345,318.0380998385622,9.3775634765625,0.10549923622033287
PYEN,2025,3,329.67076000178264,321.43203026972344,8.088348388671875,0.1503813433873372
QBINH,2025,3,335.4566675619327,326.6808384824819,8.625213623046875,0.1506154564039389
QNGAI,2025,3,338.2010013679413,332.1003474226721,6.4998626708984375,-0.3992087256292501
QNAM,2025,3,348.02711515818095,339.26720874866817,8.197250366210938,0.5626560433018388
QTRI,2025,3,349.5891940758271,342.72861029230273,6.7852935791015625,0.07529020442278002
TTHUE,2025,3,355.88628845543394,347.4502052268522,8.395217895507812,0.040865333073961424
BDINH,2025,4,293.62466906456916,284.2155507421252,10.0411376953125,-0.6320193728685158
DANANG,2025,4,305.42857060500825,294.45444778004685,10.709609985351562,0.2645128396098419
DLAC,2025,4,301.36985993201665,295.52710785694256,6.1887054443359375,-0.34595336926184445
DNONG,2025,4,311.4942612889543,301.8910493283714,9.74981689453125,-0.14660493394834617
GLAI,2025,4,317.6627930682811,307.1937430005548,10.325302124023438,0.14374794370287938
KHOA,2025,4,324.2125176243717,312.602297506132,11.392807006835938,0.21741311140372463
KTUM,2025,4,329.5483508021075,317.9299558426121,11.68170166015625,-0.06330670066088058
PYEN,2025,4,331.5635587628151,321.33565398599023,10.241058349609375,-0.013153572784489198
QBINH,2025,4,334.67273544276406,327.2911068353723,7.216644287109375,0.1649843202823458
QNGAI,2025,4,342.6164939144899,332.32564251747704,10.72344970703125,-0.4325983100183579
QNAM,2025,4,351.0703480742368,340.42849010187274,10.03167724609375,0.6101807262702926
QTRI,2025,4,352.4703521222367,343.2085481952354,9.193801879882812,0.06800204711850702
TTHUE,2025,4,357.6675250198842,348.08841814269016,9.598037719726562,-0.018930842532543457
BDINH,2025,5,291.6898461932006,284.31743990135135,8.010223388671875,-0.6378170968226233
DANANG,2025,5,302.528871369545,294.6183103722963,7.7904205322265625,0.12014046502213535
DLAC,2025,5,301.8055773683455,295.8379411690941,6.3115234375,-0.3438872382486113
DNONG,2025,5,312.20081844451454,302.84317050123263,9.409805297851562,-0.052157354569676094
GLAI,2025,5,314.86931925569985,307.5342781884789,7.244476318359375,0.0905647488616201
KHOA,2025,5,319.4317542763971,312.5568648409447,6.778228759765625,0.09666067568676667
KTUM,2025,5,326.1649672792713,317.1690825160873,9.340744018554688,-0.34485925537070816
PYEN,2025,5,331.2340528811024,322.3500104410036,8.794265747070312,0.08977669302852691
QBINH,2025,5,334.58976872598765,327.6362590576256,6.8247222900390625,0.12878737832303366
QNGAI,2025,5,337.2632760509184,331.54751771784873,6.32867431640625,-0.6129159833365451
QNAM,2025,5,349.10690021331624,342.0011338298282,6.4226531982421875,0.6831131852458888
QTRI,2025,5,351.00769173102134,344.0856575194383,6.98779296875,-0.06575875716699506
TTHUE,2025,5,360.53105503237555,348.5790881268128,11.888580322265625,0.06338658329715283
BDINH,2025,6,290.4565780616356,285.2179668593632,5.7585296630859375,-0.5199184608135508
DANANG,2025,6,298.6676035549474,294.39393025730413,4.408843994140625,-0.13517069649737512
DLAC,2025,6,299.929947656494,295.5917190266607,4.7970733642578125,-0.45884473442453966
DNONG,2025,6,309.4389189069519,303.7313083129533,5.678558349609375,0.029052244389294456
GLAI,2025,6,311.2321789550109,307.894580480547,3.2953948974609375,0.042203577002985444
KHOA,2025,6,319.57145799764123,313.0165569500982,6.48876953125,0.06613151629298777
KTUM,2025,6,322.2152599942252,317.3455287221267,5.291168212890625,-0.4214369407920998
PYEN,2025,6,327.2704042112156,322.820660117816,4.379913330078125,0.06983076332147002
QBINH,2025,6,331.17941671297757,326.3091600656024,5.060302734375,-0.19004608699980727
QNGAI,2025,6,337.02234446700834,331.9918935241283,5.63092041015625,-0.6004694672761886
QNAM,2025,6,348.7557502144286,343.1956390073602,4.8451385498046875,0.7149726572636641
QTRI,2025,6,347.9034795901911,344.64182640124193,3.170745849609375,0.09090733933981722
TTHUE,2025,6,353.99304149965144,349.2981916111261,4.7210845947265625,-0.026234706201213626
BDINH,2025,7,284.84613647548656,286.14076670666407,-0.9159698486328125,-0.3786603825446988
DANANG,2025,7,292.3408817436245,294.4598393083489,-1.827606201171875,-0.29135136355248303
DLAC,2025,7,292.6124243540765,294.99869450125635,-1.766937255859375,-0.6193328913204837
DNONG,2025,7,303.81529139315865,304.66439625496383,-0.9608917236328125,0.11178686182762515
GLAI,2025,7,308.57778375215184,308.55740864612966,-0.036834716796875,0.057209822819056774
KHOA,2025,7,311.73930226136366,312.8870179770739,-1.0695953369140625,-0.07812037879618305
KTUM,2025,7,317.0205021603795,318.2698982304189,-0.911102294921875,-0.3382937751175111
PYEN,2025,7,321.7694722214301,322.5157037296303,-0.60955810546875,-0.13667340273146622
QBINH,2025,7,324.942863446217,325.77265622152765,-0.493011474609375,-0.3367813007012765
QNGAI,2025,7,330.6279694910332,331.3554601447217,-0.017181396484375,-0.7103092572041525
QNAM,2025,7,343.5502378888649,343.9854406515286,-1.146484375,0.7112816123362884
QTRI,2025,7,343.8938169078004,345.4915983811097,-1.4319305419921875,-0.16585093131714404
TTHUE,2025,7,349.4603137272978,349.2627422291207,0.057525634765625,0.1400458634114379
BDINH,2025,8,283.13780638018056,286.5850355257344,-3.118621826171875,-0.328607319381932
DANANG,2025,8,288.23243584622634,294.9090012671068,-6.345855712890625,-0.33070970798984206
DLAC,2025,8,290.38613249303154,294.8427408245155,-3.7688140869140625,-0.6877942445698678
DNONG,2025,8,298.55680570597735,305.8815597510877,-7.5614776611328125,0.23672361602245318
GLAI,2025,8,304.7291525935019,308.7962509421992,-4.0536651611328125,-0.013433187564478258
KHOA,2025,8,308.0539494223427,312.4292227455932,-4.104400634765625,-0.27087268848487145
KTUM,2025,8,314.004050819663,319.55047187596034,-5.40472412109375,-0.14169693520359064
PYEN,2025,8,318.040558792473,322.56215744685727,-4.2731170654296875,-0.24848158895456585
QBINH,2025,8,318.8567754958026,326.2482095295046,-7.0422210693359375,-0.34921296436607396
QNGAI,2025,8,326.271291907303,330.864180367074,-3.8228607177734375,-0.7700277419975984
QNAM,2025,8,342.6829306795799,344.6930378920593,-2.6982879638671875,0.6881807513878168
QTRI,2025,8,341.2150349443851,346.1302885321955,-5.014556884765625,0.09930329695523196
TTHUE,2025,8,346.24959877904746,350.2515915892085,-3.8309326171875,-0.17106019297350877
BDINH,2025,9,276.82958868515425,286.07903160873275,-8.793853759765625,-0.4555891638128944
DANANG,2025,9,287.8648712249454,296.1079195202466,-8.097076416015625,-0.14597187928560826
DLAC,2025,9,284.18376296943234,295.01634553138126,-10.12896728515625,-0.7036152767927006
DNONG,2025,9,294.56791299331337,306.0603061851052,-11.663299560546875,0.17090636875504614
GLAI,2025,9,301.44536205934315,308.77691999252886,-7.192169189453125,-0.1393887437325588
KHOA,2025,9,306.3789560518312,313.1889153131667,-6.5814971923828125,-0.22846206895269694
KTUM,2025,9,309.30404741641036,319.37539570664296,-9.801773071289062,-0.2695752189435241
PYEN,2025,9,313.77444114829706,323.78655468111504,-9.941482543945312,-0.07063098887267852
QBINH,2025,9,319.0272427069013,326.2021445259571,-6.7626495361328125,-0.412252282923026
QNGAI,2025,9,322.3479557671926,331.0562721578675,-7.9425811767578125,-0.765735213917095
QNAM,2025,9,338.75725476180435,345.7653126053326,-7.702239990234375,0.6941821467061282
QTRI,2025,9,337.7456371486951,346.4121044822233,-8.7921142578125,0.12564692428428917
TTHUE,2025,9,341.21805972514704,350.6892600161698,-9.6192626953125,0.14806240428978526
BDINH,2025,10,274.4179866998056,286.8926995892534,-12.11663818359375,-0.3580747058540278
DANANG,2025,10,286.307463099748,296.158554060591,-9.562530517578125,-0.2885604432648117
DLAC,2025,10,285.00760032897625,294.59677458802423,-8.801483154296875,-0.7876911047510794
DNONG,2025,10,296.88554022166574,306.58066825525987,-9.854888916015625,0.1597608824214903
GLAI,2025,10,300.160078231847,309.2275488294103,-8.901580810546875,-0.16588978701642143
KHOA,2025,10,301.57189792975953,314.5789208231033,-12.9666748046875,-0.04034808865628529
KTUM,2025,10,309.2889658264238,320.2420816927453,-10.797958374023438,-0.15515749229804754
PYEN,2025,10,312.07911814723474,323.26560381696356,-10.885391235351562,-0.30109443437726435
QBINH,2025,10,315.66636640727154,326.28688470637985,-10.168121337890625,-0.4523969612176915
QNGAI,2025,10,320.10644475329235,330.68989752709564,-9.790496826171875,-0.7929559476313937
QNAM,2025,10,340.0753184885485,347.87242248006953,-8.576248168945312,0.7791441774242468
QTRI,2025,10,336.7293543521481,346.99715945839824,-10.247177124023438,-0.02062798222669716
TTHUE,2025,10,341.60142287032437,351.5247872879306,-9.7548828125,-0.16848160510626528
BDINH,2025,11,279.15098902627307,287.15928129400186,-7.6607666015625,-0.3475256661662839
DANANG,2025,11,286.72793445765234,296.2078679328793,-9.0528564453125,-0.4270770299144696
DLAC,2025,11,285.7172584514593,293.44955881271795,-6.817291259765625,-0.9150091014930074
DNONG,2025,11,297.89115653305134,307.1214510241018,-9.378509521484375,0.14821503043391102
GLAI,2025,11,299.770384437054,309.6845678413384,-9.732940673828125,-0.1812427304562252
KHOA,2025,11,304.9416795239182,315.14208250377106,-10.1907958984375,-0.009607081415353817
KTUM,2025,11,311.12401696730063,320.18722736141103,-8.808059692382812,-0.25515070172756354
PYEN,2025,11,314.7846489663629,323.47515231043513,-8.344451904296875,-0.3460514397753231
QBINH,2025,11,316.8361648523562,326.5458347405254,-9.252273559570312,-0.45739632859888624
QNGAI,2025,11,320.6795469905389,330.44440138404906,-8.962982177734375,-0.8018722157758289
QNAM,2025,11,339.8604513484261,348.76063371838563,-9.669097900390625,0.7689155304310971
QTRI,2025,11,339.95209018695465,346.7760860099736,-7.0921173095703125,0.2681214865513551
TTHUE,2025,11,341.1570417137353,351.9037240351703,-10.9117431640625,0.16506084262751014
BDINH,2025,12,281.1550987213995,287.10010174063507,-5.5473785400390625,-0.39762447919648264
DANANG,2025,12,292.0734614125561,296.7405415340082,-4.2450714111328125,-0.4220087103192278
DLAC,2025,12,287.29242813341557,292.6623861291848,-4.655029296875,-0.7149286988942448
DNONG,2025,12,304.2828361173433,307.77814076647945,-3.6557464599609375,0.16044181082480494
GLAI,2025,12,308.01045602080046,311.26413283272456,-3.2945404052734375,0.04086359334934771
KHOA,2025,12,310.3548684343875,315.556880316391,-5.189788818359375,-0.012223063644094541
KTUM,2025,12,314.78531918468525,321.016915341552,-6.083282470703125,-0.14831368616366164
PYEN,2025,12,319.783266050517,324.0369455982984,-3.9530181884765625,-0.30066135930486465
QBINH,2025,12,320.633055941806,326.12620104977367,-4.9490509033203125,-0.544094204647345
QNGAI,2025,12,320.8127367538696,329.88760600197645,-8.245956420898438,-0.8289128272084029
QNAM,2025,12,347.0764405916309,350.022734565876,-3.714630126953125,0.7683361527079948
QTRI,2025,12,344.108398743861,346.7442800992016,-2.729705810546875,0.09382445520631091
TTHUE,2025,12,347.09418530540154,353.19045261861805,-5.9016571044921875,-0.19461020872433535
